Coverage,EmploymentStatus,Income,Marital.Status,Monthly.Premium.Auto,Number.of.Open.Complaints,Number.of.Policies,Renew.Offer.Type,Vehicle.Class,Customer.Lifetime.Value
Extended,Employed,25187,Married,121,0,1,Offer3,SUV,4683
Basic,Employed,23333,Married,74,0,1,Offer4,Four-Door Car,2974
Extended,Employed,40178,Married,136,0,1,Offer1,SUV,5308
Extended,Employed,30886,Married,91,0,4,Offer3,Two-Door Car,7193
Basic,Employed,47611,Married,69,0,4,Offer2,Four-Door Car,5484
Premium,Employed,26990,Married,171.2380467,1,3,Offer1,Sports Car,15417
Basic,Employed,43846,Married,65,1,1,Offer3,Four-Door Car,2574
Premium,Employed,96276,Married,117,0,6,Offer1,Four-Door Car,9500
Basic,Employed,28264,Divorced,63,0,1,Offer2,Two-Door Car,2499
Extended,Employed,50180,Single,77,3,1,Offer2,Four-Door Car,2805
Basic,Employed,66325,Married,117,0,5,Offer1,SUV,9371
Basic,Unemployed,0,Married,70,0,1,Offer3,Four-Door Car,2596
Premium,Unemployed,0,Married,109,0,1,Offer1,Four-Door Car,4015
Basic,Employed,93606,Divorced,67,0,3,Offer2,Four-Door Car,5352
Basic,Employed,93872,Married,64,0,6,Offer4,Four-Door Car,5137
Extended,Employed,71210,Married,214,1,2,Offer1,Luxury Car,25807
Basic,Unemployed,0,Single,187,0,2,Offer1,Luxury Car,19957
Extended,Unemployed,0,Single,84,0,1,Offer1,Two-Door Car,3021
Basic,Employed,43626,Divorced,67,0,1,Offer4,Two-Door Car,2593
Extended,Employed,31278,Married,92,4,1,Offer1,Two-Door Car,3528
Basic,Employed,46264,Single,61,0,1,Offer2,Two-Door Car,2369
Basic,Employed,42191,Married,74,1,2,Offer1,Two-Door Car,17732
Basic,Unemployed,0,Single,106,0,2,Offer2,SUV,35537
Premium,Employed,76700,Married,112,0,5,Offer2,Four-Door Car,9113
Extended,Employed,35257,Divorced,98,1,8,Offer2,Four-Door Car,7556
Basic,Employed,43406,Married,187,0,1,Offer3,Luxury SUV,7457
Basic,Employed,25998,Married,71,0,2,Offer2,Four-Door Car,8382
Basic,Employed,39268,Married,66,1,9,Offer1,Four-Door Car,5143
Basic,Employed,72109,Married,105,0,2,Offer2,Sports Car,12663
Extended,Employed,32869,Married,85,0,2,Offer1,Two-Door Car,20120
Extended,Employed,50864,Married,83,1,4,Offer1,Four-Door Car,6478
Basic,Employed,72096,Married,81.52600293,0,3,Offer2,Two-Door Car,5150
Premium,Employed,68906,Married,187,0,2,Offer3,Sports Car,30118
Extended,Employed,36463,Single,92,0,3,Offer1,Four-Door Car,7158
Premium,Employed,91541,Married,118,0,2,Offer2,Four-Door Car,33288
Basic,Employed,88251,Married,68,0,3,Offer4,Four-Door Car,5475
Basic,Unemployed,0,Single,72,0,1,Offer4,Four-Door Car,2554
Extended,Unemployed,0,Single,124,0,1,Offer3,SUV,4340
Extended,Employed,53375,Married,79,0,2,Offer4,Four-Door Car,9566
Premium,Employed,53234,Single,109,0,7,Offer1,Four-Door Car,8478
Basic,Employed,81687,Single,61,0,6,Offer2,Four-Door Car,4782
Basic,Employed,87796,Single,74,0,4,Offer1,Four-Door Car,5907
Basic,Employed,54585,Married,71,1,3,Offer3,Two-Door Car,5719
Basic,Employed,36631,Divorced,62,0,1,Offer1,Four-Door Car,2491
Basic,Employed,33201,Married,66,0,1,Offer4,Two-Door Car,2651
Extended,Unemployed,0,Divorced,77,0,1,Offer1,Two-Door Car,2724
Basic,Employed,67511,Married,73,0,8,Offer3,Four-Door Car,5849
Basic,Unemployed,0,Married,71.45287019,0,2,Offer1,Four-Door Car,8377
Basic,Employed,72421,Married,65,0,1,Offer2,Four-Door Car,2592
Extended,Employed,28564,Married,76,0,1,Offer2,Two-Door Car,2999
Basic,Unemployed,0,Single,70,0,9,Offer1,Four-Door Car,4700
Basic,Employed,83926,Married,181,0,1,Offer3,Luxury Car,7334
Extended,Medical Leave,25630,Single,86,0,1,Offer4,Two-Door Car,3016
Basic,Retired,24182,Divorced,66,0,1,Offer4,Four-Door Car,2398
Basic,Unemployed,0,Single,72,0,1,Offer1,Four-Door Car,2599
Basic,Unemployed,0,Single,115,0,2,Offer1,SUV,11578
Extended,Unemployed,0,Single,125,0,2,Offer1,SUV,13024
Basic,Unemployed,0,Married,196,2,1,Offer1,Luxury SUV,6948
Basic,Employed,28919,Married,73,0,5,Offer3,Two-Door Car,5761
Basic,Employed,20090,Married,109,0,2,Offer2,Sports Car,34611
Extended,Unemployed,0,Single,84,0,1,Offer2,Two-Door Car,2972
Basic,Employed,37405,Married,63,3,4,Offer2,Four-Door Car,5035
Basic,Employed,71186,Married,67,0,6,Offer2,Two-Door Car,5399
Basic,Employed,97666,Single,66,0,1,Offer2,Four-Door Car,2640
Basic,Employed,58089,Married,119,0,1,Offer1,Sports Car,4681
Extended,Unemployed,0,Single,127,0,4,Offer2,Sports Car,8991
Extended,Employed,45302,Divorced,133,0,2,Offer3,SUV,16007
Basic,Employed,48534,Married,115,1,2,Offer4,SUV,13575
Basic,Employed,77835,Married,74,0,6,Offer4,Four-Door Car,5908
Basic,Unemployed,0,Married,61,0,1,Offer4,Four-Door Car,2141
Premium,Unemployed,0,Single,118,1,1,Offer2,Four-Door Car,4049
Basic,Retired,21073,Divorced,106,1,3,Offer1,SUV,7805
Extended,Unemployed,0,Single,95,0,1,Offer4,Four-Door Car,3548
Basic,Employed,43640,Married,64,2,3,Offer2,Four-Door Car,4921
Extended,Unemployed,0,Single,96,0,1,Offer1,Four-Door Car,3728
Extended,Employed,68205,Married,76,0,1,Offer4,Two-Door Car,3034
Basic,Employed,72309,Single,68,0,2,Offer4,Four-Door Car,8059
Extended,Employed,81850,Single,132,0,1,Offer1,Sports Car,5275
Extended,Employed,52210,Married,80,0,9,Offer1,Four-Door Car,6285
Premium,Retired,14290,Divorced,101,0,2,Offer1,Sports Car,10348
Basic,Employed,89586,Married,63,1,2,Offer4,Four-Door Car,7675
Premium,Unemployed,0,Married,153,0,1,Offer2,SUV,5619
Extended,Retired,18486,Divorced,77,0,1,Offer2,Four-Door Car,2875
Basic,Employed,86305,Divorced,67.68884269,0,5,Offer4,Four-Door Car,4966
Basic,Unemployed,0,Single,115,0,2,Offer2,SUV,29297
Extended,Unemployed,0,Single,82,0,7,Offer2,Four-Door Car,5357
Basic,Employed,25134,Married,67,0,6,Offer2,Four-Door Car,5318
Basic,Employed,63633,Married,68,1,8,Offer2,Two-Door Car,5391
Basic,Employed,72834,Divorced,65,3,1,Offer1,Four-Door Car,2464
Extended,Employed,82320,Divorced,131,0,2,Offer4,SUV,27382
Basic,Employed,63147,Married,64,0,4,Offer1,Four-Door Car,5126
Extended,Employed,52721,Married,135,0,1,Offer2,SUV,5406
Basic,Employed,37511,Married,185,2,1,Offer3,Luxury Car,7098
Basic,Employed,32989,Divorced,100,0,2,Offer3,SUV,24967
Basic,Employed,50148,Married,65,0,1,Offer2,Four-Door Car,2582
Basic,Employed,64127,Single,71,0,2,Offer4,Four-Door Car,8343
Basic,Disabled,26100,Single,67,0,1,Offer1,Four-Door Car,2482
Basic,Retired,18608,Divorced,71,0,1,Offer2,Four-Door Car,2538
Extended,Employed,59016,Married,92,0,1,Offer2,Four-Door Car,3690
Basic,Unemployed,0,Married,64,1,2,Offer2,Two-Door Car,9344
Premium,Employed,98677,Married,105,0,9,Offer1,Four-Door Car,8531
Basic,Employed,36938,Married,70,0,3,Offer1,Four-Door Car,5682
Extended,Retired,23904,Single,123,3,1,Offer1,SUV,4334
Basic,Employed,88009,Single,71,0,1,Offer1,Two-Door Car,2798
Premium,Unemployed,0,Single,181,0,1,Offer1,Luxury SUV,6277
Basic,Employed,27048,Married,72,0,4,Offer3,Four-Door Car,5697
Basic,Employed,52679,Married,62,0,4,Offer2,Four-Door Car,4964
Basic,Employed,34621,Married,109,0,6,Offer2,SUV,8663
Extended,Employed,52782,Single,83,1,1,Offer1,Four-Door Car,3261
Basic,Employed,25134,Married,67,0,6,Offer2,Four-Door Car,5318
Extended,Employed,83632,Married,94,4,1,Offer3,Four-Door Car,3728
Basic,Medical Leave,18834,Married,69,0,1,Offer2,Two-Door Car,2656
Extended,Employed,37273,Divorced,88,0,1,Offer1,Two-Door Car,3499
Extended,Unemployed,0,Divorced,78,0,5,Offer3,Four-Door Car,5384
Extended,Unemployed,0,Single,87,0,8,Offer3,Four-Door Car,6117
Basic,Unemployed,0,Divorced,70,2,7,Offer2,Four-Door Car,4838
Extended,Retired,20993,Divorced,133,0,1,Offer2,SUV,4772
Extended,Employed,31532,Single,77.79166288,0,1,Offer1,Four-Door Car,3038
Extended,Retired,18577,Divorced,86,0,6,Offer1,Four-Door Car,6273
Basic,Employed,44851,Divorced,66,0,3,Offer3,Four-Door Car,5243
Basic,Employed,40447,Married,105,0,6,Offer1,SUV,8314
Basic,Employed,83689,Single,70,2,8,Offer4,Four-Door Car,5384
Extended,Employed,23751,Single,82,1,7,Offer1,Two-Door Car,6386
Basic,Unemployed,0,Single,73,0,1,Offer2,Four-Door Car,2506
Premium,Employed,42305,Married,117,0,2,Offer1,Four-Door Car,13891
Basic,Employed,96390,Married,73,0,2,Offer4,Two-Door Car,8802
Basic,Unemployed,0,Single,71,0,1,Offer2,Four-Door Car,2478
Basic,Unemployed,0,Divorced,62,4,1,Offer1,Four-Door Car,2064
Basic,Employed,57074,Single,105,0,3,Offer3,Sports Car,8355
Basic,Employed,31364,Married,73,0,5,Offer3,Four-Door Car,5838
Extended,Unemployed,0,Married,92,0,3,Offer1,Two-Door Car,6940
Basic,Unemployed,0,Single,69,0,7,Offer1,Four-Door Car,4803
Basic,Employed,36313,Single,67,2,9,Offer1,Four-Door Car,5016
Basic,Employed,22784,Married,70,0,2,Offer2,Four-Door Car,19338
Premium,Employed,28466,Married,105,0,1,Offer4,SUV,4082
Extended,Employed,65404,Married,99,0,1,Offer2,Four-Door Car,3942
Basic,Disabled,19949,Married,74,1,3,Offer1,Four-Door Car,5615
Basic,Medical Leave,19030,Married,62,0,1,Offer3,Two-Door Car,2372
Basic,Employed,37876,Single,69,0,1,Offer2,Four-Door Car,2647
Extended,Unemployed,0,Married,80,0,2,Offer1,Four-Door Car,9202
Basic,Employed,64801,Married,64,0,2,Offer2,Two-Door Car,7627
Extended,Employed,58840,Single,86,0,1,Offer1,Two-Door Car,3427
Extended,Unemployed,0,Married,123,0,1,Offer3,SUV,4749
Extended,Employed,87128,Single,97,0,3,Offer2,Two-Door Car,7780
Basic,Employed,25542,Married,70,0,2,Offer2,Four-Door Car,11084
Basic,Employed,62902,Married,68.55656255,0,2,Offer3,Four-Door Car,8255
Basic,Unemployed,0,Single,182,0,1,Offer3,Luxury Car,6141
Premium,Employed,88184,Married,104,3,2,Offer1,Four-Door Car,12174
Extended,Unemployed,0,Divorced,80,0,1,Offer1,Two-Door Car,3007
Premium,Employed,21586,Married,167,1,1,Offer4,Sports Car,6638
Basic,Medical Leave,18944,Married,63,0,1,Offer4,Four-Door Car,2416
Basic,Disabled,18375,Married,103,0,1,Offer1,Sports Car,3954
Basic,Employed,50366,Divorced,72,0,9,Offer1,Two-Door Car,5656
Basic,Medical Leave,19614,Divorced,74,0,2,Offer2,Four-Door Car,18688
Extended,Employed,89398,Married,86,0,1,Offer4,Four-Door Car,3500
Basic,Employed,86305,Married,65.96694159,0,5,Offer2,Four-Door Car,4984
Basic,Employed,48689,Married,191,0,1,Offer1,Luxury Car,7783
Basic,Medical Leave,21070,Married,122.9958434,0,2,Offer1,SUV,29874
Basic,Employed,57563,Divorced,66,0,1,Offer1,Four-Door Car,2592
Premium,Employed,95647,Single,106,0,1,Offer1,Two-Door Car,4233
Extended,Employed,39335,Married,201,0,2,Offer4,Luxury SUV,23950
Basic,Medical Leave,24345,Married,70.54355032,0,2,Offer1,Four-Door Car,7851
Premium,Employed,73876,Married,112,0,8,Offer3,Four-Door Car,9061
Basic,Employed,35705,Single,65,0,1,Offer2,Two-Door Car,2592
Basic,Employed,51978,Married,66,0,1,Offer2,Four-Door Car,2600
Basic,Employed,50366,Divorced,72,0,9,Offer1,Four-Door Car,5645
Basic,Employed,35855,Married,70,0,1,Offer3,Two-Door Car,2820
Premium,Employed,81872,Married,115,0,2,Offer2,Four-Door Car,14024
Extended,Medical Leave,13457,Married,94,0,1,Offer3,Two-Door Car,3621
Basic,Employed,62018,Married,73,0,1,Offer4,Two-Door Car,2921
Premium,Unemployed,0,Married,93.4232338,0,2,Offer3,Two-Door Car,17771
Basic,Employed,73137,Married,70.14549284,0,1,Offer2,Four-Door Car,2983
Extended,Employed,75438,Single,136,0,1,Offer1,SUV,5392
Premium,Employed,79421,Married,104,0,2,Offer1,Four-Door Car,12625
Basic,Employed,41990,Married,66,0,1,Offer1,Four-Door Car,2626
Basic,Unemployed,0,Single,63,0,1,Offer1,Four-Door Car,2306
Basic,Disabled,25237,Divorced,69,0,9,Offer2,Four-Door Car,5205
Basic,Unemployed,0,Single,102,0,5,Offer2,Sports Car,7583
Extended,Medical Leave,16040,Divorced,96,0,2,Offer1,Two-Door Car,10614
Basic,Employed,21190,Married,65,2,1,Offer2,Four-Door Car,2459
Extended,Disabled,16061,Married,89,0,1,Offer1,Four-Door Car,3425
Basic,Employed,78441,Married,103,0,2,Offer2,SUV,12375
Extended,Unemployed,0,Married,76,1,3,Offer1,Four-Door Car,5678
Basic,Employed,31678,Married,63,0,1,Offer2,Two-Door Car,2479
Basic,Employed,79452,Single,65,0,1,Offer2,Four-Door Car,2551
Basic,Employed,71560,Married,69,0,5,Offer2,Two-Door Car,5534
Premium,Employed,78617,Married,101,0,3,Offer4,Four-Door Car,8052
Premium,Unemployed,0,Single,118,0,1,Offer1,Two-Door Car,4017
Basic,Unemployed,0,Single,72,0,9,Offer4,Four-Door Car,4846
Extended,Employed,59853,Single,124,0,2,Offer1,SUV,19454
Premium,Unemployed,0,Single,170,0,5,Offer3,SUV,11855
Basic,Employed,99553,Married,68,0,6,Offer4,Four-Door Car,5510
Basic,Unemployed,0,Single,73,4,1,Offer1,Four-Door Car,2273
Basic,Unemployed,0,Single,192,0,2,Offer1,Luxury SUV,19964
Basic,Employed,88430,Married,66,1,2,Offer1,Four-Door Car,13297
Basic,Employed,42871,Married,67,0,6,Offer3,Four-Door Car,5306
Extended,Employed,93246,Married,78,0,2,Offer4,Two-Door Car,9445
Premium,Employed,87615,Married,94,0,9,Offer2,Four-Door Car,7522
Basic,Employed,39062,Divorced,61,0,1,Offer2,Two-Door Car,2396
Extended,Employed,82528,Married,131,0,1,Offer2,Sports Car,5263
Extended,Employed,84229,Married,98,0,1,Offer4,Four-Door Car,3934
Extended,Employed,82477,Married,90,0,1,Offer2,Two-Door Car,3644
Basic,Employed,36845,Married,74,0,1,Offer4,Four-Door Car,2903
Extended,Employed,45032,Married,77,0,3,Offer2,Four-Door Car,6143
Extended,Employed,60021,Married,99,0,1,Offer2,Four-Door Car,3939
Premium,Employed,24213,Married,97,0,2,Offer2,Four-Door Car,21766
Extended,Medical Leave,23843,Married,99.18492221,2,8,Offer3,Four-Door Car,6291
Premium,Employed,59888,Married,106,0,3,Offer1,Four-Door Car,8453
Basic,Employed,46182,Married,65,0,2,Offer2,Two-Door Car,7777
Extended,Employed,57693,Married,83.99363587,0,3,Offer2,Four-Door Car,5800
Basic,Retired,24910,Single,63,1,1,Offer1,Four-Door Car,2248
Basic,Unemployed,0,Single,64,3,4,Offer1,Two-Door Car,4194
Basic,Unemployed,0,Single,69,1,2,Offer1,Four-Door Car,6968
Basic,Employed,43963,Married,74,0,2,Offer3,Four-Door Car,8718
Basic,Employed,91967,Married,113,0,1,Offer1,SUV,4533
Extended,Employed,33806,Divorced,89,0,2,Offer2,Four-Door Car,27789
Extended,Employed,51950,Married,89,0,1,Offer1,Two-Door Car,3574
Extended,Unemployed,0,Single,83,1,2,Offer2,Four-Door Car,8663
Basic,Employed,79189,Married,69,0,4,Offer4,Four-Door Car,5595
Basic,Employed,80277,Married,112,1,2,Offer1,SUV,13345
Basic,Employed,54514,Divorced,109,3,1,Offer2,SUV,4363
Extended,Employed,79628,Single,98,0,1,Offer4,Four-Door Car,3867
Premium,Employed,53351,Married,119,0,6,Offer1,Four-Door Car,9540
Basic,Unemployed,0,Single,61,0,7,Offer3,Four-Door Car,4414
Extended,Retired,18608,Divorced,81,0,1,Offer2,Four-Door Car,3199
Premium,Unemployed,0,Married,107,0,1,Offer2,Four-Door Car,3452
Extended,Employed,57647,Married,94,0,1,Offer1,Two-Door Car,3781
Basic,Employed,88768,Married,68,0,7,Offer3,Two-Door Car,5499
Basic,Disabled,11432,Married,70,1,2,Offer1,Four-Door Car,12519
Premium,Employed,20090,Single,106,0,2,Offer1,SUV,33473
Basic,Employed,83460,Divorced,66,0,1,Offer2,Four-Door Car,2655
Premium,Unemployed,0,Single,173,0,2,Offer2,SUV,18853
Extended,Employed,26670,Married,98,0,1,Offer4,Four-Door Car,3874
Premium,Unemployed,0,Single,105,0,1,Offer1,Four-Door Car,3728
Extended,Employed,34317,Married,78,2,1,Offer2,Two-Door Car,3056
Basic,Medical Leave,28513,Married,100,1,2,Offer2,SUV,15114
Basic,Unemployed,0,Divorced,74,0,8,Offer1,Four-Door Car,5380
Basic,Employed,22355,Married,71,3,2,Offer2,Four-Door Car,7873
Premium,Medical Leave,12811,Married,150,2,1,Offer2,SUV,5253
Basic,Employed,28483,Married,72,0,5,Offer3,Four-Door Car,5608
Basic,Employed,25134,Married,67,0,6,Offer2,Four-Door Car,5318
Basic,Employed,88440,Married,70,0,2,Offer1,Four-Door Car,25030
Basic,Employed,76352,Single,109,2,4,Offer1,SUV,8444
Basic,Medical Leave,14072,Divorced,71,0,2,Offer1,Four-Door Car,24127
Basic,Employed,84300,Married,111,0,1,Offer2,SUV,4510
Premium,Unemployed,0,Married,105,0,1,Offer1,Four-Door Car,3885
Basic,Disabled,19112,Married,62,0,1,Offer1,Two-Door Car,2333
Basic,Employed,75648,Married,108,0,1,Offer2,SUV,4349
Premium,Unemployed,0,Married,165,0,3,Offer1,SUV,16407
Extended,Employed,37384,Married,99,0,1,Offer2,Four-Door Car,4014
Basic,Employed,44186,Married,64,0,2,Offer1,Four-Door Car,7474
Basic,Unemployed,0,Single,64,0,2,Offer2,Two-Door Car,6788
Basic,Employed,40810,Married,114,0,2,Offer1,SUV,13745
Basic,Employed,89451,Single,72.49264027,0,1,Offer2,Four-Door Car,2530
Basic,Employed,83389,Single,66,2,3,Offer4,Four-Door Car,5227
Extended,Employed,86687,Divorced,78,0,8,Offer1,Four-Door Car,6289
Basic,Employed,33252,Married,71,0,1,Offer2,Four-Door Car,2839
Basic,Unemployed,0,Single,107,2,1,Offer1,SUV,3312
Basic,Unemployed,0,Single,116,0,9,Offer2,SUV,8048
Basic,Unemployed,0,Single,111,0,2,Offer2,SUV,11828
Extended,Unemployed,0,Married,74.99572061,0,6,Offer3,Four-Door Car,6537
Extended,Employed,34498,Single,83,0,7,Offer2,Two-Door Car,6369
Basic,Medical Leave,21137,Single,61,1,6,Offer2,Four-Door Car,4492
Basic,Employed,57506,Married,102,0,1,Offer4,Sports Car,4082
Extended,Employed,35056,Married,96,3,1,Offer4,Two-Door Car,3635
Basic,Medical Leave,14775,Married,69,0,5,Offer3,Four-Door Car,5297
Extended,Unemployed,0,Single,126,2,1,Offer1,SUV,4313
Extended,Unemployed,0,Single,208,0,3,Offer2,Luxury Car,14084
Basic,Employed,44509,Single,61,0,1,Offer2,Two-Door Car,2448
Basic,Unemployed,0,Single,112,0,2,Offer2,Sports Car,12101
Extended,Employed,87454,Married,89,0,6,Offer1,Four-Door Car,7147
Extended,Employed,83547,Married,137,1,2,Offer1,SUV,16501
Basic,Employed,37640,Divorced,67,0,4,Offer1,Two-Door Car,5284
Basic,Employed,51066,Single,74,0,8,Offer2,Four-Door Car,5780
Basic,Employed,76522,Divorced,72,0,3,Offer2,Four-Door Car,5738
Extended,Unemployed,0,Single,89,0,3,Offer1,Two-Door Car,6464
Basic,Medical Leave,29120,Married,69,0,9,Offer1,Four-Door Car,5296
Basic,Employed,66707,Married,80.72821201,0,8,Offer4,Two-Door Car,4887
Basic,Employed,37937,Married,116,0,5,Offer2,SUV,9095
Basic,Employed,43196,Married,66,0,2,Offer4,Four-Door Car,8013
Basic,Unemployed,0,Single,189,0,5,Offer1,Luxury Car,12767
Basic,Unemployed,0,Single,69,0,1,Offer2,Four-Door Car,2504
Basic,Employed,96163,Married,73,0,3,Offer1,Four-Door Car,5973
Extended,Unemployed,0,Married,78,0,6,Offer2,Four-Door Car,5800
Extended,Unemployed,0,Single,137,0,3,Offer1,SUV,9778
Basic,Unemployed,0,Married,71,0,2,Offer3,Four-Door Car,8146
Basic,Unemployed,0,Married,63,0,1,Offer3,Four-Door Car,2290
Basic,Employed,95017,Married,71.6009412,0,3,Offer2,Four-Door Car,5254
Basic,Employed,33738,Married,74,0,1,Offer4,Four-Door Car,2906
Premium,Unemployed,0,Single,110,1,3,Offer2,SUV,7716
Basic,Unemployed,0,Married,73,0,2,Offer3,Four-Door Car,16109
Basic,Employed,79719,Single,71,0,6,Offer1,Four-Door Car,5714
Basic,Employed,56154,Single,68,0,8,Offer1,Two-Door Car,5264
Basic,Employed,23893,Married,73,0,1,Offer2,Four-Door Car,2902
Extended,Unemployed,0,Married,83.17353718,1,4,Offer1,Four-Door Car,6265
Basic,Unemployed,0,Single,65,0,2,Offer2,Four-Door Car,7292
Extended,Employed,43412,Married,94,0,1,Offer4,Two-Door Car,3768
Extended,Employed,92044,Married,131,0,9,Offer2,SUV,10571
Basic,Unemployed,0,Single,111,0,4,Offer4,SUV,7609
Basic,Retired,24910,Single,63,1,1,Offer1,Four-Door Car,2248
Extended,Employed,49919,Married,134,0,1,Offer3,SUV,5432
Basic,Employed,87462,Divorced,71.92598296,0,1,Offer2,Two-Door Car,2452
Extended,Unemployed,0,Single,122,0,9,Offer1,Sports Car,9031
Basic,Medical Leave,22520,Married,72.1910703,0,3,Offer1,Four-Door Car,5498
Extended,Unemployed,0,Married,125,0,2,Offer3,SUV,31516
Premium,Employed,70950,Married,171,0,1,Offer4,Sports Car,6898
Extended,Disabled,20455,Married,84,2,2,Offer3,Two-Door Car,9414
Basic,Employed,58652,Married,76.08765861,5,1,Offer2,Four-Door Car,2389
Basic,Unemployed,0,Single,117,0,1,Offer2,SUV,3974
Extended,Employed,44207,Married,99,0,2,Offer3,Four-Door Car,31758
Basic,Employed,86305,Married,62,0,5,Offer2,Four-Door Car,4984
Extended,Employed,57693,Divorced,76,0,3,Offer2,Four-Door Car,5979
Basic,Employed,32169,Married,199,0,1,Offer4,Luxury SUV,7796
Basic,Employed,90349,Divorced,67,0,1,Offer4,Two-Door Car,2616
Extended,Employed,54311,Married,90,0,2,Offer2,Two-Door Car,10722
Basic,Employed,41459,Married,71,0,2,Offer2,Four-Door Car,14333
Basic,Employed,74015,Single,72,0,6,Offer2,Four-Door Car,5556
Premium,Employed,21033,Married,118,0,8,Offer3,Two-Door Car,9320
Basic,Unemployed,0,Married,69,0,1,Offer2,Four-Door Car,2517
Basic,Unemployed,0,Divorced,72,0,8,Offer1,Four-Door Car,5264
Basic,Employed,93752,Married,64,0,3,Offer3,Four-Door Car,5131
Basic,Employed,51125,Divorced,67,0,2,Offer1,Four-Door Car,7957
Premium,Employed,66325,Married,117,0,3,Offer1,Two-Door Car,9339
Basic,Employed,57023,Single,67,0,1,Offer2,Four-Door Car,2615
Basic,Medical Leave,20455,Married,74,0,2,Offer2,Four-Door Car,8663
Basic,Medical Leave,22520,Married,73,0,3,Offer1,Four-Door Car,5498
Extended,Unemployed,0,Divorced,81,0,1,Offer1,Two-Door Car,2937
Premium,Employed,90279,Married,110,0,2,Offer1,SUV,13345
Extended,Unemployed,0,Married,96,0,2,Offer2,Two-Door Car,23444
Extended,Unemployed,0,Married,80,0,5,Offer1,Four-Door Car,5815
Premium,Employed,78757,Married,119,3,1,Offer4,Sports Car,4764
Premium,Employed,30110,Married,166,0,1,Offer2,SUV,6459
Basic,Employed,23692,Married,63,0,1,Offer2,Four-Door Car,2521
Basic,Disabled,21726,Married,104,0,8,Offer2,SUV,7860
Basic,Unemployed,0,Married,101,4,1,Offer1,SUV,3123
Premium,Disabled,23939,Married,160,1,1,Offer1,SUV,6153
Basic,Employed,27568,Married,68,0,3,Offer3,Two-Door Car,5394
Basic,Retired,29095,Single,64,0,2,Offer1,Four-Door Car,12280
Basic,Employed,70828,Married,63,0,6,Offer4,Four-Door Car,5020
Extended,Unemployed,0,Single,82,0,1,Offer3,Four-Door Car,2938
Basic,Unemployed,0,Single,67,3,1,Offer1,Two-Door Car,1898
Basic,Employed,20090,Married,109,0,2,Offer2,Sports Car,34611
Premium,Employed,63774,Divorced,111,0,1,Offer2,Four-Door Car,4376
Basic,Employed,85378,Married,107,0,2,Offer4,SUV,17223
Premium,Employed,97729,Married,115,1,7,Offer3,Four-Door Car,9277
Extended,Employed,82477,Married,90,0,1,Offer2,Two-Door Car,3644
Extended,Employed,58361,Married,95,0,2,Offer2,Four-Door Car,15265
Basic,Employed,36357,Married,68,0,7,Offer1,Four-Door Car,5364
Extended,Employed,96335,Single,97,0,1,Offer1,Four-Door Car,3887
Extended,Employed,48117,Married,88,0,3,Offer3,Four-Door Car,7025
Basic,Employed,61567,Married,65,0,1,Offer4,Four-Door Car,2608
Extended,Unemployed,0,Single,77,0,2,Offer2,Two-Door Car,8265
Basic,Unemployed,0,Single,73,0,3,Offer1,Four-Door Car,5308
Extended,Employed,47669,Married,80,0,3,Offer2,Four-Door Car,6278
Basic,Unemployed,0,Married,65,4,1,Offer3,Four-Door Car,2243
Basic,Unemployed,0,Single,192.1353495,0,1,Offer3,Luxury Car,6418
Basic,Employed,76726,Married,65,0,2,Offer2,Four-Door Car,18321
Extended,Unemployed,0,Married,131,0,2,Offer4,SUV,41787
Basic,Employed,48019,Married,64,0,2,Offer1,Four-Door Car,7706
Basic,Unemployed,0,Single,75.63601981,2,1,Offer4,Four-Door Car,2273
Basic,Employed,47199,Married,100,4,4,Offer1,SUV,3961
Basic,Employed,78596,Married,118,0,1,Offer1,SUV,4742
Premium,Disabled,25676,Married,113,0,1,Offer3,Two-Door Car,4373
Extended,Employed,26877,Married,131,0,1,Offer4,SUV,5149
Basic,Employed,86277,Divorced,74,0,3,Offer2,Four-Door Car,5908
Basic,Employed,56334,Married,64,0,3,Offer3,Four-Door Car,5150
Premium,Unemployed,0,Single,154,0,1,Offer3,Sports Car,5232
Basic,Employed,47285,Married,66.16533887,0,1,Offer4,Four-Door Car,2503
Extended,Medical Leave,20282,Divorced,79,3,6,Offer1,Two-Door Car,5445
Basic,Employed,41252,Married,109,0,1,Offer2,SUV,4315
Basic,Employed,76608,Married,62,0,1,Offer2,Four-Door Car,2482
Basic,Employed,91804,Married,62,0,9,Offer2,Four-Door Car,5017
Basic,Unemployed,0,Single,69,0,5,Offer1,Four-Door Car,4692
Basic,Disabled,29981,Divorced,71,0,3,Offer1,Two-Door Car,5421
Basic,Unemployed,0,Single,67,3,3,Offer1,Two-Door Car,4121
Basic,Medical Leave,12430,Single,73,0,4,Offer2,Four-Door Car,5169
Basic,Employed,89601,Married,70,0,2,Offer2,Two-Door Car,17019
Basic,Employed,60759,Single,104,0,1,Offer3,SUV,4089
Extended,Unemployed,0,Single,135,0,1,Offer2,SUV,4881
Basic,Employed,48866,Married,103,0,3,Offer3,Sports Car,8237
Extended,Employed,52965,Married,90,0,2,Offer3,Two-Door Car,10714
Extended,Employed,47606,Married,83,0,4,Offer1,Four-Door Car,6405
Basic,Employed,80640,Married,111,0,1,Offer2,SUV,4408
Basic,Employed,62588,Married,69.39893557,0,2,Offer1,Two-Door Car,8246
